tblID,IRN,IncidentNumber,IncidentDate,TimeofIncident,BusinessUnit,BusinessGroup,ServiceLine,Project,Office,Country,IncidentType,IsNearMiss,OSHAClassification,ShortDescription,ActualRating,PotentialRating,IncidentAssignedTo,Status,NeedIRP,ContractorName,WeatherConditions,FullDescription,ImmediateAction,HazardSource,IPOccupation,AgeProfile,Gender,DaysSinceOff,InjuryType,BodyPart,CauseOfInjuryIncident,WorkActivities,LSRBreached,BusinessUnitID,BusinessGroupID,ServiceLineID,ProjectID,OfficeID,CountryID,OtherIncidentAssignedTo,OtherInjuryType,OtherCauseofInjuryIncident,OtherHazardSource,OtherLSRBreached,IsWorkRelated,DateCreated,AuditDate,WasUpdated,DayofWeek,CreatedTimeStamp,LateReporting,JFCAction,OHdefinition,MTCcount,RWCcount,LTIcount,FAcount,lastUpdate,TransferTimeStamp,SourceFileName
30624,72572,20223499,2022-06-29 00:00:00.000,15:45,Projects,Renewable Energy & Power,Engineering Projects,Eastern Region P&P,Eastern Region P&P,United States,Occupational Health,No,No treatment,"Client employee, part of Wood team, reporting positive CV19",B3,B5,Other Person (Will not count on Statistical Reporting),Closed,No,,Not Applicable,"Client employee who is part of a combined Wood team, working in Wood Greenville Office, reported positive Covid result.","Contact tracing started, RE&P protocols instituted",Other,Engineer,45-49,Male,3,,,,"Office Work ",,13695,13704,13705,20055515,7221,195,Client,,,health,,No,2022-06-29 00:00:00.000,NULL,0,Wednesday,2022-06-29 21:10:12.000,No,,Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30625,72571,20223498,2022-06-29 00:00:00.000,17:00,Operations,Americas,Canada & LATAM,Brasil - All Clients,FPSO Peregrino,Brazil,Occupational Health,No,,One Wood employee tested positive for COVID-19 while at hotel before to embark.,B3,B5,Wood,Closed,No,,Not Applicable,One Wood employee tested positive for COVID-19 while at hotel before to embark.,Isolation and medical recommendation.,Other,,,,,,,,Non Work Related,,13712,13713,13714,20056061,10338,211,,,,Virus,,No,2022-06-29 00:00:00.000,NULL,0,Wednesday,2022-06-29 21:07:50.000,No,,Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30628,72568,20223495,2022-06-29 00:00:00.000,17:00,Projects,Process & Chemicals,Europe,Madrid Office,Madrid Office,Spain,Occupational Health,No,,4 Employees tested positive to COVID-19.,D3,D5,Wood,Closed,No,,Clear/Sunny,4 employees developed COVID-19 compatible symptoms and later tested positive to COVID-19,"Preventive quarantine, contact tracing, doctor follow up",Other,,,,,,,,Non Work Related,,13695,13700,13702,20055664,7399,168,,,,Virus,,No,2022-06-29 00:00:00.000,NULL,0,Wednesday,2022-06-29 16:25:43.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30577,72546,20223473,2022-06-29 00:00:00.000,05:30,Operations,Asia Pacific,APAC East,Melbourne Water,Brooklyn,Australia,Asset Damage,No,,"While traveling to work, a work  utility was  rear-ended, the other driver left the scene before contact details could be made. ",A1,B1,Wood,Closed,No,,Clear/Sunny,"While traveling to work, a work  utility was  rear-ended, the other driver left the scene before contact details could be made. I witness supplied their details. Minor contact and damage to the utility ","Stopped vehicle in a safe place, checked for damage, other driver drove off with out stopping, a witness supplied their contact details. minor damage estimate cost $500 AU. No police notified due to low cost. Contacted HES advisor, discussed  health, no medical required as minor impact.  ",,,,,,,,,"Transportation (Land - All Vehicles) ",,13712,13724,13726,20056203,11254,212,,,,,,No,2022-06-29 00:00:00.000,NULL,0,Wednesday,2022-06-29 02:01:28.000,No,,,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30586,72537,20223464,2022-06-28 00:00:00.000,04:15,Investment Services,Swaggart,Swaggart,HCC West,SBI-Idaho,United States,Asset Damage,No,,A deer collided with a supervisors truck on the way to work,A1,B1,Wood,Review Completed,No,,Cloudy/Overcast,A deer was struck with a supervisors assigned truck on highway 34 traveling east going to work.,"The incident was reported at the job site, the new front bumper we installed has a few dents the truck has no damage to its body.",,,,,,,,,"Driving ",None,13391,13738,13739,20059322,16463,195,,,,,,Yes,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 16:25:51.000,No,,,NULL,NULL,NULL,NULL,2022-08-22 00:00:00.000,NULL,CAIRS_Incidents.csv
30591,72532,20223459,2022-06-28 00:00:00.000,12:45,Projects,Conventional Energy,"Europe ",Reading Office,Reading Office,United Kingdom,Occupational Health,No,,IP has reported in having tested positive for Covid-19,B3,B5,Wood,Closed,No,,Not Applicable,IP has reported in having tested positive for Covid-19,"IP has not come into work. IP has informed manager having tested positive with Covid-19 ",Other,,,,,,,,Non Work Related,,13695,13696,13697,20055444,6973,194,,,,Covid-19,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 13:06:45.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30579,72544,20223471,2022-06-28 00:00:00.000,08:45,Projects,Process & Chemicals,Mining & Minerals,Brisbane Office,Brisbane Office,Australia,Occupational Health,No,,A 144 Edward St. employee tested positive for COVID-19.,B3,B5,Wood,Closed,No,,Not Applicable,A 144 Edward St. employee who was working from home tested positive for COVID-19.,Employee self-isolated.,Other,,,,,,,,Non Work Related,,13695,13700,13732,20059247,16051,212,,,,COVID-19,,No,2022-06-29 00:00:00.000,NULL,0,Tuesday,2022-06-29 01:40:46.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30580,72543,20223470,2022-06-28 00:00:00.000,09:00,Projects,Process & Chemicals,Mining & Minerals,Brisbane Office,Brisbane Office,Australia,Occupational Health,No,,A 144 Edward St. employee tested positive for COVID-19.,B3,B5,Wood,Closed,No,,Not Applicable,A 144 Edward St. employee who was working from home tested positive for COVID-19.,Employee self-isolated.,Other,,,,,,,,Non Work Related,,13695,13700,13732,20059247,16051,212,,,,COVID-19,,No,2022-06-29 00:00:00.000,NULL,0,Tuesday,2022-06-29 01:36:11.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30581,72542,20223469,2022-06-28 00:00:00.000,12:15,Projects,Process & Chemicals,Mining & Minerals,Kemerton Project,Kemerton Project Site,Australia,Asset Damage,Yes,,1.8m scaffold tube fell 6m and came to rest in the designated drop zone at ground level. No person(s) in area.,A1,A1,Managed Contractor,Closed,No,SCEE,Cloudy/Overcast,Employee was dismantling scaffold and lost control of 1.8m scaffold tube which fell 6m and came to rest in the designated drop zone at ground level.,"Stopped work, notified supervisor and HSE team. Investigation commenced.",,,,,,,,,"Scaffolding ",None,13695,13700,13732,20059248,16052,212,,,,,,Yes,2022-06-29 00:00:00.000,NULL,0,Tuesday,2022-06-29 01:06:50.000,No,,,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30582,72541,20223468,2022-06-28 00:00:00.000,15:45,Projects,Process & Chemicals,Mining & Minerals,Perth Office,Perth Office,Australia,Occupational Health,No,,A 8 SGT employee tested positive for COVID-19.,B3,B5,Wood,Closed,No,,Not Applicable,A 8 SGT employee who was working from home tested positive for COVID-19.,Employee self-isolated.,Other,,,,,,,,Non Work Related,,13695,13700,13732,20059249,16053,212,,,,COVID-19,,No,2022-06-29 00:00:00.000,NULL,0,Tuesday,2022-06-29 00:31:48.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30583,72540,20223467,2022-06-28 00:00:00.000,12:15,Investment Services,Swaggart,Swaggart,HCC West,Bayer,United States,Injury,No,No treatment,Employee tripped going up stairs,B1,B2,Wood,Closed,No,,Clear/Sunny,"Information: Employee was going up the steps on the water truck  ""at a fast rate"" when his foot missed a step.  The employee's shin hit the step first and then their kneecap.  This resulted in two small lacerations (<1/2"") and minimal swelling.",Employee notified the safety department immediately of the incident and was assessed at the office.  Employee stated he was doing well and didn't want to contact Occucare.  He went back to work and has not reported any changes in his condition.,Stairs/Steps,Driver,35-39,Male,0,Cut/Laceration,Leg,Contact with tool/equipment/machinery,"Ascending/Descending/Working at Height ",None,13391,13738,13739,20059322,16562,195,,,,,,Yes,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 23:20:56.000,No,,,NULL,NULL,NULL,NULL,2022-08-24 00:00:00.000,NULL,CAIRS_Incidents.csv
30536,72511,20223438,2022-06-28 00:00:00.000,06:00,Operations,Asia Pacific,APAC East,Beach Energy,BassGas,Australia,Injury,No,,IP reported irritation in eye,B1,B1,Wood,Closed,No,,Not Applicable,"Woke up today and couldn’t open eye, very irritated and blood shot, seeked first aid. First Aider rang the nurse on call and got advice on what to do, he issued IP with eye drops, a rinse and some cream.","First Aider rang the nurse on call and got advice on what to do, he issued me with eye drops, a rinse and some cream.",Other,,,,,,,,"No work activity being carried out at the time of the incident ",,13712,13724,13726,20056464,16468,212,,,,To Be Confirmed,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 03:00:19.000,No,,,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30534,72513,20223440,2022-06-28 00:00:00.000,11:00,Operations,Asia Pacific,APAC East,Esso PNG LNG,Moro and ROW,Papua New Guinea,Security,No,,Theft of Toolkit and Two Batteries at KP64 RoW--Client assets.,A1,A1,Wood,Closed,No,,Not Applicable,Identified at ROW KP64 that the Prinoth (PP225 dumper) had two batteries stolen and small tool kit was stolen from compressor (PP271)-Client assets.,"Client security,  informed Community Affairs team for them to start talking to the community leaders.",,,,,,,,,"Material Handling/Storage ,Mens/Ladies Facilities ,No work activity being carried out at the time of the incident ",None,13712,13724,13726,20056200,11247,133,,,,,,Yes,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 04:40:52.000,No,,,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30627,72569,20223496,2022-06-28 00:00:00.000,17:30,Investment Services,Swaggart,Swaggart,HCC West,Bayer,United States,Asset Damage,No,,Front end loader struck job box,A1,A1,Wood,Closed,No,,Clear/Sunny,An employee was operating a Volvo L220 loader to move material from the crusher to the stockpile.  After dumping a load on the stockpile the loader backed up and turned to return to the crusher.  The operator looked at the computer screen as he traveled forward.  This resulted in his losing focus and hitting a Job-box with the right corner of the loader bucket .  The box was damaged and will need to be replaced.,Employee reported the incident to his supervisor and safety was notified.,,,,,,,,,"Operating Equipment/Machinery ",None,13391,13738,13739,20059322,16562,195,,,,,,Yes,2022-06-29 00:00:00.000,NULL,0,Tuesday,2022-06-29 12:30:27.000,No,,,NULL,NULL,NULL,NULL,2022-08-25 00:00:00.000,NULL,CAIRS_Incidents.csv
30608,72515,20223442,2022-06-28 00:00:00.000,09:00,Projects,Process & Chemicals,APAC,Alexandra Road Office,Singapore office,Singapore,Occupational Health,No,,5 staff was tested COVID positive- Data consolidated on from 22nd June to 28 June 2022,D3,D5,Wood,Closed,No,,Not Applicable,5 staff was tested COVID-19 positive and currently on medical leave.,"All affected staff are on medical leave and required to follow Singapore MOH protocol on COVID-19. ",Other,,,,,,,,Non Work Related,,13695,13700,13701,20055715,7430,161,,,,COVID-19,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 07:44:03.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30604,72519,20223446,2022-06-28 00:00:00.000,08:30,Projects,Conventional Energy,"Europe ",Reading Office,Reading Office,United Kingdom,Occupational Health,No,,IP has reported in having tested positive with covid-19,B3,B5,Wood,Closed,No,,Not Applicable,IP has reported in having tested positive with covid-19,IP has not come into the office and is working from home. IP reported to their manager.,Other,,,,,,,,Non Work Related,,13695,13696,13697,20055444,6973,194,,,,Covid-19,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 09:53:56.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30605,72518,20223445,2022-06-28 00:00:00.000,09:00,Projects,Conventional Energy,"Europe ",Reading Office,Reading Office,United Kingdom,Occupational Health,No,,IP has reported in having tested positive with Covid-19,B3,B5,Wood,Closed,No,,Not Applicable,IP has reported in having tested positive with Covid-19,"IP has not come into the office and is working from home, has informed their manager.",Other,,,,,,,,Non Work Related,,13695,13696,13697,20055444,6973,194,,,,Covid-19,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 09:48:53.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30606,72517,20223444,2022-06-28 00:00:00.000,08:45,Projects,Conventional Energy,"Europe ",Reading Office,Reading Office,United Kingdom,Occupational Health,No,,IP has reported in having tested positive with  Covid-19,B3,B5,Wood,Closed,No,,Not Applicable,IP has reported in having tested positive with  Covid-19,"IP has not come into work, and is working from home informed their manager.",Other,,,,,,,,Non Work Related,,13695,13696,13697,20055444,6973,194,,,,Covid-19,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 09:44:37.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30598,72525,20223452,2022-06-28 00:00:00.000,12:00,Projects,Process & Chemicals,Europe,TEVA Genesis,TEVA Genesis - Site,Germany,Occupational Health,No,,Wood employee tested positive to COVID-19,B3,B5,Wood,Closed,No,,Clear/Sunny,Wood employee underwent to swab which resulted positive to COVID-19,"	The employee is quarantined as per local law, a negative PCR or rapid test is required to return to office.",Other,,,,,,,,Non Work Related,,13695,13700,13702,20055992,8054,43,,,,Covid_19,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 12:14:53.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30602,72521,20223448,2022-06-28 00:00:00.000,00:00,Projects,Process & Chemicals,Middle East,Duqm Refinery Project,Duqm Site,Oman,Occupational Health,No,,IP tested +ve for COVID,C3,C5,Wood,Closed,No,,Not Applicable,IP tested +ve for COVID,IPs self isolated. No CCs,Other,,,,,,,,Non Work Related,,13695,13700,13734,20056039,8155,128,,,,bio,,No,2022-06-28 00:00:00.000,NULL,0,Tuesday,2022-06-28 10:58:35.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30665,72600,20223527,2022-06-28 00:00:00.000,10:30,Consulting,Business Group Corporate,EMEA,Corporate Staines,Corporate Staines,United Kingdom,Asset Damage,No,,Faulty fire panel identified,A1,E2,Wood,Closed,No,,Not Applicable,"Failure of the fire alarm panel was reported 28th June 2022, meaning no fire alarms can be raised in building. The required replacement part to repair the panel has been identified but the expected delivery is 2 weeks (approx.). ","BCP stood up, advice taken from Surrey Fire & Rescue service; mitigation plans in place. Mitigations in attached document.",,,,,,,,,"Office Work ",None,13671,13676,13679,20059222,16016,194,,,,,,Yes,2022-07-01 00:00:00.000,NULL,0,Tuesday,2022-07-01 10:52:11.000,Yes,,,NULL,NULL,NULL,NULL,2022-08-08 00:00:00.000,NULL,CAIRS_Incidents.csv
30636,72560,20223487,2022-06-28 00:00:00.000,08:00,Projects,Process & Chemicals,Mining & Minerals,Côté Project,Côté Project Site,Canada,Injury,No,Medical Treatment Case,CP-2022-0063 MTC Aecon (Northern Rebar); Laceration right wrist by rebar end,B2,B2,Managed Contractor,Closed,No,Aecon,Cloudy/Overcast,"IP was cutting rebar with a chop saw. While moving the cut sections, a piece slid out and caused a laceration to right wrist. Gloves & long sleeve shirt were worn at time of incident.",Work stopped and supervisor contacted. IP was taken to onsite PA who provided treatment. IP returned to work. Incident Investigation initiated.,Materials,Ironworker,18-23,Male,2,Cut/Laceration,Arm/Wrist,Manual handling,"Manual Handling ",None,13695,13700,13732,20059233,16031,1,,,,,,Yes,2022-06-29 00:00:00.000,NULL,0,Tuesday,2022-06-29 12:23:30.000,No,,,1,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30788,72713,20223640,2022-06-28 00:00:00.000,08:45,Projects,Process & Chemicals,Mining & Minerals,Kemerton Project,Kemerton Project Site,Australia,Occupational Health,No,,"A managed contractor employee tested positive for COVID-19. ",B3,B5,Managed Contractor,Closed,No,PWR,Not Applicable,"A managed contractor employee tested positive for COVID-19 whilst offsite. ",Managed contractor employee self-isolated.,Other,,,,,,,,Non Work Related,,13695,13700,13732,20059248,16052,212,,,,COVID-19,,No,2022-07-08 00:00:00.000,NULL,0,Tuesday,2022-07-08 08:34:05.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30789,72712,20223639,2022-06-28 00:00:00.000,13:30,Projects,Process & Chemicals,Mining & Minerals,Kemerton Project,Kemerton Project Site,Australia,Occupational Health,No,,"Three (3) managed contractor employee tested positive for COVID-19. ",C3,C5,Managed Contractor,Closed,No,SCEE,Not Applicable,"Three (3) managed contractor employee tested positive for COVID-19 whilst onsite. ",Managed contractor employees self-isolated.,Other,,,,,,,,Non Work Related,,13695,13700,13732,20059248,16052,212,,,,COVID-19,,No,2022-07-08 00:00:00.000,NULL,0,Tuesday,2022-07-08 08:18:24.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
31554,74506,20224434,2022-06-28 00:00:00.000,12:00,Consulting,Resilient Environments,Americas,RE - East US - North,"Portland, ME",United States,Asset Damage,No,,"Preventable, rental vehicle, minor damage, no injury.",A1,A1,Wood,Closed,No,,Clear/Sunny,Backed into a parked vehicle.  Estimated damage less than $1000.,Contacted supervisor.,,,,,,,,,"Driving ",None,13671,13680,13681,20059486,16982,195,,,,,,Yes,2022-09-09 00:00:00.000,NULL,0,Tuesday,2022-09-09 01:46:08.000,Yes,,,NULL,NULL,NULL,NULL,2022-09-12 00:00:00.000,NULL,CAIRS_Incidents.csv
31470,74398,20224326,2022-06-27 00:00:00.000,08:15,Consulting,Resilient Environments,Americas,RE - West US & LATAM - Mountain,"Salt Lake City, UT",United States,Asset Damage,No,,"Non preventable, company vehicle, minor damage, no injury.",A1,A1,Wood,Closed,No,,Clear/Sunny,Wood driver was traveling on South Redwood Road when two vehicles in front of his had to stop to suddenly. Our driver was able to stop in time but the vehicle behind was not able to stop and rear ended our vehicle.,Internal reporting initiated.,,,,,,,,,"Driving ",None,13671,13680,13681,20059504,17047,195,,,,,,Yes,2022-08-29 00:00:00.000,NULL,0,Monday,2022-08-29 16:31:52.000,Yes,,,NULL,NULL,NULL,NULL,2022-09-02 00:00:00.000,NULL,CAIRS_Incidents.csv
30791,72710,20223637,2022-06-27 00:00:00.000,23:30,Projects,Process & Chemicals,Mining & Minerals,Kemerton Project,Kemerton Project Site,Australia,Occupational Health,No,,"A managed contractor employee tested positive for COVID-19. ",B3,B5,Managed Contractor,Closed,No,Monadelphous,Not Applicable,"A managed contractor employee tested positive for COVID-19 whilst offsite. ",Managed contractor employee self-isolated.,Other,,,,,,,,Non Work Related,,13695,13700,13732,20059248,16052,212,,,,COVID-19,,No,2022-07-08 00:00:00.000,NULL,0,Monday,2022-07-08 08:12:14.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30661,72604,20223531,2022-06-27 00:00:00.000,10:00,Operations,Americas,US East,US East - Oil & Gas - All Other Clients,Helis-Black Bay,United States,Occupational Health,No,,One Wood employee tested positive for COVID 19.,B3,B5,Wood,Closed,No,,Not Applicable,"One Wood employee tested positive for COVID 19 while on location. EE was sent in for home isolation and will monitor the condition. Contact tracing is complete. ","IP sent in for isolation, facility sanitation ongoing. ",Other,,,,,,,,Non Work Related,,13712,13713,13715,20056071,10680,195,,,,Viral,,No,2022-07-01 00:00:00.000,NULL,0,Monday,2022-07-01 15:31:57.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
31187,74145,20224073,2022-06-27 00:00:00.000,04:30,Consulting,Resilient Environments,Americas,RE - West US & LATAM - Mountain,"Phoenix, AZ",United States,Asset Damage,No,,"Preventable, company vehicle, minor damage, no injury.",A1,A1,Wood,Closed,No,,Clear/Sunny,"Vehicle was entered and started. The employee forgot about the steel beam at the rear of the personal vehicle and turned onto the street. Truck came in contact with the steel beam, denting the company truck's front bumper..",Internal reporting initiated.,,,,,,,,,"Driving ",None,13671,13680,13681,20059504,17041,195,,,,,,Yes,2022-08-03 00:00:00.000,NULL,0,Monday,2022-08-03 22:16:00.000,Yes,,,NULL,NULL,NULL,NULL,2022-08-31 00:00:00.000,NULL,CAIRS_Incidents.csv
31061,74016,20223944,2022-06-27 00:00:00.000,14:00,Consulting,Resilient Environments,Americas,RE - East US - Southeast,"Jacksonville, FL",United States,Asset Damage,No,,"Preventable, company vehicle, minor damage, no injury",A1,A1,Wood,Closed,No,,Cloudy/Overcast,"No Injuries. Minor, cosmetic damage to vehicle. The bumper was not completely seperated from vehicle, truck is still operational and the bumper is still attached - just seperated from the rest of the front end maybe 2 inches. Ground conditions on-site are not ideal. The valence on this particular truck sits approximately 8 inches off the ground, the site holds water and there are existing, raised rows for crop cultivation and ruts caused by large trucks/drill rigs which hold water. Mud caked the tires causing the truck to become stuck within either the raised rows or within a rut created by a truck utilized by the subcontractor to install groundwater wells. While being pulled out, the valence caught either the raised crop row or rut and stressed the bumper clips to a breaking point.   ",Late reporting by Wood employee,,,,,,,,,"Driving ",None,13671,13680,13681,20059487,17007,195,,,,,,Yes,2022-07-26 00:00:00.000,NULL,0,Monday,2022-07-26 19:11:00.000,Yes,,,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
31064,74013,20223941,2022-06-27 00:00:00.000,14:30,Consulting,Resilient Environments,Americas,RE - Canada (DO NOT USE),"Cambridge, ON",Canada,Injury,No,First Aid,"IP was screening soil when a sharp stone punctured right index and middle fingers through  PPE gloves. ",B1,B1,Wood,Closed,No,,Cloudy/Overcast,"IP was pushing soil through a 6mm mesh screen when a sharp stone punctured his right middle and index fingers through his Wood provided PPE gloves - listed as cut resistant. IP informed the nearest supervisor and retrieved an antiseptic wipe from the site First Aid Kit. The wound did draw blood but the bleeding stopped within a few minutes.  ","IP informed the supervisor and used an antispectic wipe from the site First Aid Kit. ",Materials,Archaeologist,18-23,Male,1,Puncture/stab,Fingers/Thumb,Manual handling,"Material Handling/Storage ",None,13671,13680,13681,20059228,16213,1,,,,,,Yes,2022-07-26 00:00:00.000,NULL,0,Monday,2022-07-26 18:36:42.000,Yes,,,NULL,NULL,NULL,1,NULL,NULL,CAIRS_Incidents.csv
30647,72595,20223522,2022-06-27 00:00:00.000,05:45,Operations,Americas,US North & West,O&M N&W - MONDAK,O&M-MONDAK,United States,Asset Damage,No,,While enroute to yard unit 01.20.R071 was struck by a deer,A1,A1,Wood,Closed,No,,Clear/Sunny,While enroute to the wood yard on Highway 16 a deer struck the side of the Unit 01.20.R071.  The deer came from a cooley and through the tall grass along the roadway.  Driver stated that they had no time to react to the deer.  The deer struck the drivers side of the vehicle from the front fender to the tail light.  A1 for Actual and Potential as the damage was less than 10k.,Photos were taken and driver was sent out to get quotes from body shops.,,,,,,,,,"Driving ",,13712,13713,13716,20058987,14961,195,,,,,,No,2022-06-30 00:00:00.000,NULL,0,Monday,2022-06-30 16:02:24.000,Yes,,,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30639,72557,20223484,2022-06-27 00:00:00.000,19:00,Investment Services,IP,North America,Pittsburgh Office,Pittsburgh Office,United States,Occupational Health,No,,Positive COVID result,B2,B3,Wood,Closed,No,,Not Applicable,"Symptomatic IP, last in the office on Friday 24th June. Tested positive on 1st day of PTO. ","Currently on PTO, then to WFH until 11th July when IP can then return to the office if well.",Other,,,,,,,,Non Work Related,,13391,13409,13410,20055746,7487,195,,,,pathogen,,No,2022-06-29 00:00:00.000,NULL,0,Monday,2022-06-29 09:58:58.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30589,72534,20223461,2022-06-27 00:00:00.000,11:45,Projects,Process & Chemicals,Americas,US & LATAM - Houston Office,US & LATAM - Houston Office,United States,Occupational Health,No,,One (1) Team member received positive test result for COVD-19.,B3,B5,Wood,Closed,No,,Not Applicable,Supervisor and the HSSE Team received a note from employee indicating that received positive test for COVID-19. Employee indicated that a Covid-19 Test was taken on Monday 06/27/2022 the early morning am and received positive result. The last day employee worked at the office was Friday 06/24/2022. Employee will be working from home and is scheduled to be on PTO the following week.Employee reported no close contact with other Wood employees.,"Employee contacted supervisor to report the positive test result and stayed home. Employee continue working from home and following quarantine protocol. HSSE Team handled the case reporting in CAIRS per Wood requirement. Employee will provide updates and will follow the necessary steps on Covid-19 protocols prior to returning to the office. ",Other,,,,,,,,Non Work Related,,13695,13700,13703,20059142,15756,195,,,,Covid-19 Virus,,No,2022-06-27 00:00:00.000,NULL,0,Monday,2022-06-27 23:38:24.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30599,72524,20223451,2022-06-27 00:00:00.000,00:00,Projects,Process & Chemicals,Middle East,Duqm Refinery Project,Duqm Site,Oman,Occupational Health,No,,IP tested +ve for COVID,B3,B5,Wood,Cancel,No,,Not Applicable,IP tested +ve for COVID,"IP isolated. ",Other,,,,,,,,Non Work Related,,13695,13700,13734,20056039,8155,128,,,,N/A,,No,2022-06-28 00:00:00.000,NULL,0,Monday,2022-06-28 11:57:52.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30607,72516,20223443,2022-06-27 00:00:00.000,18:00,Investment Services,IP,Spain,"Madrid, Spain Office","Madrid, Spain Office",Spain,Occupational Health,No,,Employee tested positive for Covid 19,B3,B3,Wood,Closed,No,,Clear/Sunny,After developing COVID-19 compatible symptoms during the weekend an employee tested positive to COVID-19. Symptoms appeared outside the office and there was no close contacts with other colleagues in the office as employee was not present in the office on monday.,Preventive quarantine and doctor follow up.,Other,,,,,,,,Non Work Related,,13391,13409,13412,20055744,7485,168,,,,Virus,,No,2022-06-28 00:00:00.000,NULL,0,Monday,2022-06-28 09:17:07.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
30609,72514,20223441,2022-06-27 00:00:00.000,17:00,Projects,Process & Chemicals,Europe,Madrid Office,Madrid Office,Spain,Occupational Health,No,,10 Employees tested positive to COVID-19.,D3,D5,Wood,Closed,No,,Clear/Sunny,During the weekend 10 employees developed COVID-19 compatible symptoms and later tested positive to COVID-19,"Preventive quarantine, company doctor follow up.",Other,,,,,,,,Non Work Related,,13695,13700,13702,20055664,7399,168,,,,Virus,,No,2022-06-28 00:00:00.000,NULL,0,Monday,2022-06-28 07:12:16.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,NULL,NULL,CAIRS_Incidents.csv
